2012 Jr. Yamaha Can Race #2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Race 1,,Race 2,,Race 3,,Race 4,,Race 5,,Race 6,,Race 7,,Race 8,,Race 9,,Race 10,,Race 11,,Race 12,,Race 13,,Race 14,,
,04/14/12,,04/15/12,,4/22/12,,5/12/12,,5/13/12,,6/03/12,,6/10/12,,7/01/12,,7/15/12,,08/12/12,,8/25/12,,08/26/12,,09/23/12,,09/30/12,,
Driver,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Pos.,Pts.,Total
20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
